Symbol,GICS Sector,GICS Sub-Industry
YEXT,Technology,EDP Services
YMM,Technology,Computer Software: Prepackaged Software
YOU,Technology,Computer Software: Prepackaged Software
YPF,Energy,Integrated oil Companies
YSS,Industrials,Military/Government/Technical
YUM,Consumer Discretionary,Restaurants
YUMC,Consumer Discretionary,Restaurants
ZBH,Health Care,Industrial Specialties
ZETA,Technology,Computer Software: Prepackaged Software
ZGN,Consumer Discretionary,Apparel
ZIM,Consumer Discretionary,Marine Transportation
ZIP,Technology,Computer Software: Programming Data Processing
ZTO,Industrials,Trucking Freight/Courier Services
ZTS,Health Care,Biotechnology: Pharmaceutical Preparations
ZWS,Industrials,Industrial Machinery/Components
ASM,Basic Materials,Metal Mining
BTG,Basic Materials,Precious Metals
CMCL,Basic Materials,Precious Metals
CTGO,Basic Materials,Precious Metals
DC,Basic Materials,Metal Mining
ELA,Consumer Discretionary,Consumer Specialties
EQX,Basic Materials,Precious Metals
GMTL,Basic Materials,Metal Mining
GTE,Energy,Oil & Gas Production
IDR,Basic Materials,Precious Metals
IE,Basic Materials,Metal Mining
IMC,Basic Materials,Metal Mining
IMO,Energy,Integrated oil Companies
LXFR,Basic Materials,Major Chemicals
MPTI,Technology,Industrial Machinery/Components
MTA,Basic Materials,Precious Metals
NEWP,Basic Materials,Precious Metals
NG,Basic Materials,Precious Metals
NHC,Health Care,Hospital/Nursing Management
NVA,Basic Materials,Precious Metals
OBE,Energy,Oil & Gas Production
REPX,Energy,Oil & Gas Production
SVM,Basic Materials,Precious Metals
TGB,Basic Materials,Precious Metals
UEC,Basic Materials,Other Metals and Minerals
UMAC,Technology,Radio And Television Broadcasting And Communications Equipment
USAS,Basic Materials,Metal Mining
UUUU,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VKI,Finance,Finance Companies
